Story_body,Question,Answer,Story_flow,Story_type,Question_type
Hunter entered the office. Emma entered the office. The orange is in the crate. The crate is in the office. Hunter moved the orange to the cupboard. The cupboard is in the office. Emma exited the office. Hunter exited the office. Emma entered the office. Elizabeth dislikes the apple.,Where is the orange really?,cupboard,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc']",reality,second_order_false_belief
Ava entered the patio. Hannah entered the patio. Lucas entered the sunroom. Ava hates the jacket. The onion is in the drawer. The drawer is in the patio. Hannah moved the onion to the bucket. The bucket is in the patio. Lucas exited the sunroom. Ava dislikes the peach. Ava exited the patio.,Where is the onion really?,bucket,"['enter_agent_1', 'enter_agent_0', 'agent_2_enters', 'agent_0_moves_obj', 'agent_1_exits', 'agent_2_exits']",reality,true_belief
Isabella entered the master_bedroom. James entered the master_bedroom. The peach is in the box. The box is in the master_bedroom. James exited the master_bedroom. Isabella moved the peach to the cupboard. The cupboard is in the master_bedroom. Amelia entered the laundry.,Where was the peach at the beginning?,box,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_2_enters']",memory,false_belief
Owen entered the living_room. Amelia entered the living_room. Hannah entered the living_room. The tangerine is in the pantry. The pantry is in the living_room. Hannah moved the tangerine to the envelope. The envelope is in the living_room. Amelia exited the living_room. Owen exited the living_room. Hannah exited the living_room. Hannah loves the shirt. Amelia entered the TV_room.,Where will Hannah look for the tangerine?,envelope,"['agent_2_enters', 'enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_2_exits', 'agent_1_reenters_alt_loc']",first_order_1_no_tom,second_order_false_belief
Alexander hates the slippers. Alexander entered the lounge. Oliver entered the hallway. Logan entered the lounge. The slippers is in the bucket. The bucket is in the lounge. Alexander exited the lounge. Oliver exited the hallway. Logan moved the slippers to the bathtub. The bathtub is in the lounge. Logan exited the lounge. Alexander entered the lounge.,Where does Logan think that Alexander searches for the slippers?,bucket,"['enter_agent_1', 'agent_2_enters', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj', 'agent_2_exits', 'agent_0_exits', 'agent_1_reenters_loc']",second_order_1_tom,second_order_false_belief
Jacob entered the master_bedroom. Mila entered the master_bedroom. The pajamas is in the cupboard. The cupboard is in the master_bedroom. Jacob dislikes the shirt. Mila exited the master_bedroom. Mila entered the basement. Jacob moved the pajamas to the drawer. The drawer is in the master_bedroom. Mila dislikes the shoes.,Where is the pajamas really?,drawer,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_1_reenters_alt_loc', 'agent_0_moves_obj']",reality,true_belief
Hunter entered the workshop. Isabella entered the workshop. Isabella hates the sweatshirt. Oliver entered the staircase. The shirt is in the basket. The basket is in the workshop. Hunter exited the workshop. Isabella moved the shirt to the box. The box is in the workshop. Oliver dislikes the t-shirt. Oliver exited the staircase. Isabella exited the workshop. Hunter entered the staircase.,Where was the shirt at the beginning?,basket,"['enter_agent_1', 'enter_agent_0', 'agent_2_enters', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_2_exits', 'agent_1_reenters_alt_loc']",memory,second_order_false_belief
Abigail entered the office. Abigail dislikes the celery. Charlotte entered the office. The gloves is in the bucket. The bucket is in the office. Charlotte moved the gloves to the pantry. The pantry is in the office. Abigail exited the office. Evelyn entered the closet. Charlotte exited the office. Evelyn exited the closet. Evelyn hates the peach. Abigail entered the office.,Where does Charlotte think that Abigail searches for the gloves?,pantry,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_2_enters', 'agent_1_reenters_loc', 'agent_2_exits']",second_order_1_no_tom,second_order_false_belief
Ava dislikes the onion. Amelia entered the bedroom. Ava entered the playroom. Amelia exited the bedroom. Sophia entered the playroom. The apple is in the basket. The basket is in the playroom. Ava exited the playroom. Sophia moved the apple to the box. The box is in the playroom.,Where does Sophia think that Ava searches for the apple?,basket,"['agent_2_enters', 'enter_agent_1', 'agent_2_exits', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj']",second_order_1_tom,false_belief
Ethan entered the bathroom. Emma is in the bathroom. Ella entered the office. The beans is in the crate. The crate is in the bathroom. Ethan exited the bathroom. Ella hates the grapefruit. Emma moved the beans to the container. The container is in the bathroom. Emma likes the peas.,Where was the beans at the beginning?,crate,"['enter_agent_1', 'enter_agent_0', 'agent_2_enters', 'agent_1_exits', 'agent_0_moves_obj']",memory,false_belief
Mila entered the cellar. Avery loves the lime. Nathan entered the cellar. Avery entered the cellar. The boots is in the bucket. The bucket is in the cellar. Mila exited the cellar. Nathan moved the boots to the drawer. The drawer is in the cellar. Nathan dislikes the suit. Mila entered the dining_room.,Where is the boots really?,drawer,"['enter_agent_1', 'enter_agent_0', 'agent_2_enters', 'agent_1_exits', 'agent_0_moves_obj', 'agent_1_reenters_alt_loc']",reality,false_belief
Carter entered the playroom. Olivia entered the playroom. Jacob entered the playroom. The green_pepper is in the bottle. The bottle is in the playroom. Carter exited the playroom. Olivia moved the green_pepper to the container. The container is in the playroom. Jacob exited the playroom. Carter hates the melon.,Where was the green_pepper at the beginning?,bottle,"['agent_2_enters', 'enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_2_exits', 'agent_1_exits']",memory,true_belief
Emily entered the pantry. Jackson entered the hallway. Chloe entered the hallway. Chloe hates the tangerine. The grapes is in the treasure_chest. The treasure_chest is in the hallway. Jackson moved the grapes to the bottle. The bottle is in the hallway. Emily exited the pantry. Chloe exited the hallway.,Where will Chloe look for the grapes?,bottle,"['agent_2_enters', 'enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_2_exits']",first_order_1_no_tom,true_belief
Elizabeth likes the jeans. Elizabeth entered the lounge. Jack loves the undershirt. Jack entered the lounge. The green_pepper is in the bucket. The bucket is in the lounge. Jack moved the green_pepper to the crate. The crate is in the lounge. Elizabeth exited the lounge. Ethan entered the lounge. Jack exited the lounge. Ethan exited the lounge. Elizabeth entered the front_yard.,Where will Jack look for the green_pepper?,crate,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_2_enters', 'agent_1_reenters_alt_loc', 'agent_2_exits']",first_order_1_no_tom,second_order_false_belief
Abigail entered the office. Abigail dislikes the celery. Charlotte entered the office. The gloves is in the bucket. The bucket is in the office. Charlotte moved the gloves to the pantry. The pantry is in the office. Abigail exited the office. Evelyn entered the closet. Charlotte exited the office. Evelyn exited the closet. Evelyn hates the peach. Abigail entered the office.,Where does Abigail think that Charlotte searches for the gloves?,pantry,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_2_enters', 'agent_1_reenters_loc', 'agent_2_exits']",second_order_0_no_tom,second_order_false_belief
Sophia entered the staircase. Emma entered the staircase. Evelyn entered the staircase. The melon is in the box. The box is in the staircase. Evelyn exited the staircase. Sophia moved the melon to the bathtub. The bathtub is in the staircase. Sophia exited the staircase. Evelyn entered the pantry.,Where was the melon at the beginning?,box,"['enter_agent_0', 'agent_2_enters', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_alt_loc']",memory,second_order_false_belief
Jack entered the pantry. Amelia entered the pantry. The jeans is in the bathtub. The bathtub is in the pantry. Jack exited the pantry. Avery entered the crawlspace. Avery exited the crawlspace. Amelia moved the jeans to the envelope. The envelope is in the pantry. Amelia exited the pantry. Jack entered the pantry.,Where does Amelia think that Jack searches for the jeans?,bathtub,"['enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj', 'agent_2_enters', 'agent_2_exits', 'agent_0_exits', 'agent_1_reenters_loc']",second_order_1_tom,second_order_false_belief
Lucas entered the hall. Isla entered the hall. Owen entered the hall. Owen hates the persimmon. The sweater is in the bottle. The bottle is in the hall. Lucas exited the hall. Isla exited the hall. Isla loves the onion. Owen moved the sweater to the pantry. The pantry is in the hall. Lucas entered the pantry.,Where was the sweater at the beginning?,bottle,"['enter_agent_1', 'agent_2_enters', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj', 'agent_2_exits', 'agent_1_reenters_alt_loc']",memory,false_belief
Emily entered the closet. Jack entered the closet. Alexander entered the kitchen. The sweater is in the envelope. The envelope is in the closet. Emily moved the sweater to the container. The container is in the closet. Alexander exited the kitchen. Jack exited the closet. Emily exited the closet. Jack entered the closet.,Where will Jack look for the sweater?,container,"['enter_agent_0', 'enter_agent_1', 'agent_2_enters', 'agent_0_moves_obj', 'agent_1_exits', 'agent_2_exits', 'agent_0_exits', 'agent_1_reenters_loc']",first_order_1_no_tom,second_order_false_belief
Hunter entered the crawlspace. Avery entered the crawlspace. The lemon is in the container. The container is in the crawlspace. Lily entered the bedroom. Lily exited the bedroom. Avery moved the lemon to the drawer. The drawer is in the crawlspace. Hunter exited the crawlspace.,Where does Avery think that Hunter searches for the lemon?,drawer,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_2_enters', 'agent_2_exits', 'agent_1_exits']",second_order_1_no_tom,true_belief
Charlotte entered the hall. Owen entered the hall. Jackson entered the hall. Charlotte loves the underpants. The cucumber is in the crate. The crate is in the hall. Owen exited the hall. Charlotte moved the cucumber to the suitcase. The suitcase is in the hall. Jackson loves the spinach. Charlotte exited the hall. Owen entered the workshop.,Where does Owen think that Charlotte searches for the cucumber?,crate,"['enter_agent_0', 'enter_agent_1', 'agent_2_enters', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_alt_loc']",second_order_1_tom,second_order_false_belief
Jayden loves the cabbage. Chloe likes the pear. Jayden entered the garage. Jackson entered the garage. The undershirt is in the cupboard. The cupboard is in the garage. Chloe entered the garage. Chloe exited the garage. Jackson exited the garage. Jayden moved the undershirt to the crate. The crate is in the garage.,Where is the undershirt really?,crate,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_2_enters', 'agent_2_exits', 'agent_0_moves_obj']",reality,false_belief
Mason entered the crawlspace. Logan hates the pants. Evelyn entered the crawlspace. The belt is in the basket. The basket is in the crawlspace. Evelyn exited the crawlspace. Mason moved the belt to the pantry. The pantry is in the crawlspace.,Where will Evelyn look for the belt?,basket,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj']",first_order_1_tom,false_belief
Abigail dislikes the socks. Nathan entered the bedroom. Abigail entered the bedroom. Abigail exited the bedroom. Benjamin entered the bedroom. Nathan dislikes the tomato. The underpants is in the bottle. The bottle is in the bedroom. Benjamin exited the bedroom. Benjamin entered the bedroom. Nathan moved the underpants to the basket. The basket is in the bedroom.,Where does Nathan think that Benjamin searches for the underpants?,basket,"['enter_agent_0', 'agent_2_enters', 'agent_2_exits', 'enter_agent_1', 'agent_1_exits', 'agent_1_reenters_loc', 'agent_0_moves_obj']",second_order_0_no_tom,true_belief
Charlotte hates the grapes. Charlotte entered the lounge. Carter entered the lounge. The slacks is in the envelope. The envelope is in the lounge. Carter exited the lounge. Charlotte moved the slacks to the drawer. The drawer is in the lounge.,Where was the slacks at the beginning?,envelope,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj']",memory,false_belief
